,docid,src,content,q1,q2,q3,q4,q5
25,0af4b907-e29a-4efc-a504-fda6d28ce187,ko_mmlu__nutrition__test,"영양소가 건강 위험을 초래할 수 있는 상황은 섭취량이 설정된 상한 수준인 ULs를 초과할 때입니다. ULs는 각 영양소에 대해 설정된 최대 안전 섭취량을 의미합니다. 이러한 상한 수준을 초과하면 영양소가 과다하게 섭취되어 건강에 부정적인 영향을 미칠 수 있습니다. 예를 들어, 비타민 A의 ULs는 일일 섭취량이 3000 마이크로그램을 초과할 경우 건강에 위험을 초래할 수 있습니다. 이와 마찬가지로, 비타민 C, 철분, 칼슘 등의 영양소도 설정된 ULs를 초과하면 건강에 해로운 영향을 줄 수 있습니다. 따라서 영양소를 섭취할 때는 설정된 상한 수준을 준수하는 것이 중요합니다.",건강 위험을 초래할 수 있는 영양소 섭취량에 대한 용어는 무엇입니까?,"ULs는 무엇의 약자이며, 무엇을 나타냅니까?",비타민 A의 ULs는 일일 섭취량이 어느 정도를 초과하면 건강에 위험을 초래합니까?,ULs를 초과하는 다른 영양소의 예를 두 가지 들어보세요.,영양소 섭취 시 가장 중요한 고려 사항은 무엇입니까?
26,a6810e8d-5c48-42be-b684-3ef0453683b5,ko_mmlu__high_school_physics__test,"알루미늄 막대에 열이 가해지면 막대의 두 끝 사이의 온도 차이가 변합니다. 이 온도 차이는 10°C에서 20°C까지 변할 수 있습니다. 이때, 막대를 따라 열이 전달되는 속도에는 길이와 면적 모두 영향을 미칩니다. 막대의 길이가 길면 열이 전달되는 속도도 빠릅니다. 또한, 막대의 면적이 넓으면 열이 전달되는 속도도 빠릅니다. 따라서, 길이와 면적 모두 열 전달 속도에 영향을 미치는 기하학적 요인입니다.",알루미늄 막대에 가해지는 열로 인한 온도 차이의 범위는 무엇인가?,막대의 길이와 열 전달 속도 사이의 관계를 설명해 주세요.,막대의 면적과 열 전달 속도 사이의 관계는 어떻게 설명되나요?,열 전달 속도에 영향을 미치는 두 가지 기하학적 요인을 sebutkan.,막대의 길이와 면적이 모두 증가하면 열 전달 속도에 어떤 영향을 미칠까요?
27,3e409bbe-005d-4354-95b9-125480d8f092,ko_ai2_arc__ARC_Challenge__train,"광년은 별과 별 사이의 거리를 기록하는 데 사용되는 단위입니다. 광년은 빛이 1년 동안 진행하는 거리로 정의됩니다. 이는 매우 큰 거리를 나타내며, 지구로부터 가장 가까운 별인 프록시마 센타우리까지 약 4.22 광년이 소요됩니다. 광년은 천문학에서 널리 사용되는 단위로, 우주의 거대한 척도를 이해하는 데 도움을 줍니다. 이러한 단위를 사용하여 별들 사이의 거리를 측정하고, 우주의 크기와 구조를 연구하는 데 기여하고 있습니다.",광년이 정의되는 것은 무엇입니까?,어떤 별까지 4.22 광년이 소요됩니까?,광년은 어떤 분야에서 주로 사용됩니까?,광년을 사용하여 무엇을 연구할 수 있습니까?,광년이 매우 큰 거리를 나타내는 이유는 무엇입니까?
28,531ddec9-a32d-4156-a6bc-c636c60806be,ko_mmlu__conceptual_physics__test,전자살은 전기살과 마찬가지로 자력에 의해 작용됩니다. 전자살이 작용하는 자력은 전기살의 방향을 바꿀 수 있습니다. 자력은 물체에 작용하여 그 방향을 변경하거나 움직이게 할 수 있는 힘입니다. 따라서 전자살이 작용하는 자력은 전기살의 방향을 바꿀 수 있습니다. 이러한 자력의 작용은 전자살이 전기장을 형성하고 전기장이 물체에 힘을 가하게 됩니다. 이러한 원리를 이용하여 전자기장을 조절하고 전자살을 제어할 수 있습니다.,전자살과 전기살은 어떤 힘에 의해 작동합니까?,전자살이 전기살의 방향을 바꿀 수 있는 자력의 성격은 무엇입니까?,전자살이 방향을 바꾸는 데 사용하는 자력은 어떻게 생성됩니까?,전자살이 방향을 바꾸는 데 사용되는 원리는 무엇입니까?,이 원리는 전자살을 제어하는 데 어떻게 사용됩니까?
29,fe31eae6-a218-455b-9e3a-31e0f1fe7a93,ko_mmlu__astronomy__test,"제2 우주속도(또는 탈출 속도)는 질량 M과 반지름 R을 가진 천체의 중력장에서 탈출하기 위해 물체가 필요로 하는 속도입니다. 이 속도를 올바르게 계산하는 공식은 v = sqrt(2GM/R)입니다. 여기서 G는 중력 상수를 나타냅니다. 중력 상수는 모든 물체 사이의 중력을 결정하는 상수로, 약 6.67430(15) × 10^-11 m^3 kg^-1 s^-2입니다. 따라서, 제2 우주속도를 계산하기 위해서는 천체의 질량과 반지름, 그리고 중력 상수를 알고 있어야 합니다. 이 공식은 우주 여행이나 천체 탐사 등 우주 과학 분야에서 중요한 개념으로 사용됩니다.",제2 우주속도는 무엇을 의미하는가?,제2 우주속도를 계산하는 공식은 무엇인가?,중력 상수는 무엇을 나타내는가?,제2 우주속도를 계산하기 위해 필요한 정보는 무엇인가?,제2 우주속도 공식은 어떤 분야에서 사용되는가?
30,078361bc-89f5-4cc9-b542-a0d6dfe0558c,ko_ai2_arc__ARC_Challenge__train,"알칼리 토금속 원소들은 주기율표에서 같은 족에 속하는데, 그 이유는 그 원소들이 모두 두 개의 원자가 전자를 가지고 있기 때문입니다. 이러한 특성은 이들 원소들이 비슷한 화학적 특성을 가지고 있음을 의미합니다. 알칼리 토금속 원소들은 전자 구성이 비슷하므로, 동일한 족에 속하는 다른 원소들과 비교하여 비슷한 화학 반응을 보입니다. 이러한 특성은 주기율표를 사용하여 원소들의 화학적 특성을 예측하는 데에도 도움을 줍니다. 알칼리 토금속 원소들은 전자 구성이 비슷하므로, 동일한 족에 속하는 다른 원소들과 비교하여 비슷한 물리적 특성을 가지기도 합니다. 이러한 특성은 알칼리 토금속 원소들이 비슷한 화학 반응을 보이는 것뿐만 아니라, 비슷한 물리적 특성을 가지는 이유를 설명해줍니다. 따라서, 알칼리 토금속 원소들은 주기율표에서 같은 족에 속하는 이유는 그들이 모두 두 개의 원자가 전자를 가지고 있기 때문입니다.",알칼리 토금속 원소들이 같은 족에 속하는 이유는 무엇인가?,알칼리 토금속 원소들이 가지고 있는 원자가 전자의 수는 얼마인가?,알칼리 토금속 원소들이 비슷한 화학 반응을 보이는 이유는 무엇인가?,주기율표는 원소들의 어떤 특성을 예측하는 데 도움을 줄 수 있는가?,알칼리 토금속 원소들이 물리적 특성도 비슷한 이유는 무엇인가?
31,5c66680b-3f52-4250-8e4e-afe00c5cb9a7,ko_ai2_arc__ARC_Challenge__test,"과학자는 한 종류의 새가 매년 낳는 알의 수를 연구했습니다. 그 결과, 한 해에 가장 많이 낳는 알의 수가 세 개라는 사실을 발견했습니다. 이 연구에서 과학자가 찾은 통계 측정치는 한 해에 낳는 알의 갯수의 최빈값입니다. 최빈값은 주어진 데이터 집합에서 가장 자주 등장하는 값으로, 이 경우에는 세 개의 알이 가장 많이 낳는 경우입니다. 이 연구 결과는 새의 번식 패턴을 이해하고 관리하는 데 중요한 정보를 제공할 수 있습니다.",연구 대상이 된 새 종류는 무엇입니까?,과학자는 얼마 동안 새의 알 낳는 수를 연구했습니까?,한 해에 한 마리의 새가 낳는 알의 최빈값은 몇 개입니까?,최빈값이 데이터 집합에서 어떤 값을 나타내는지 설명해 주세요.,이 연구 결과는 새의 관리에 어떻게 사용될 수 있습니까?
32,13d46da2-7b80-4fb8-9d24-92c3def0ad8e,ko_mmlu__college_medicine__test,"소화관과 호흡관의 내막은 내배엽에서 발달합니다. 내배엽은 배아의 세포층 중 하나로, 소화관과 호흡관의 내막을 형성하는 역할을 합니다. 중배엽과 외배엽은 다른 조직과 기관의 발달에 관여하며, 소화관과 호흡관과는 직접적인 연관이 없습니다.",내배엽의 주요 역할은 무엇입니까?,중배엽과 외배엽은 소화관과 호흡관의 발달에 어떤 역할을 합니까?,소화관의 내막은 어떤 층에서 발달합니까?,호흡관의 내막은 어떤 층에서 발달합니까?,"내배엽, 중배엽, 외배엽의 차이점은 무엇입니까?"
33,0ad871bf-a307-49be-bff9-1bcda96a1b26,ko_ai2_arc__ARC_Challenge__test,"지구는 자신의 축을 중심으로 회전하는 행성입니다. 이 회전은 하루 동안 일어나는 낮과 밤의 변화를 만들어냅니다. 따라서, 루이지애나에 있는 학교에 가기 위해 일어나고 있는 여러분은 지구의 회전에 의해 발생하는 현상입니다. 한편, 지구의 반대편에 있는 학생은 잠자리에 들 준비를 하고 있습니다. 이는 지구의 회전으로 인해 발생하는 시차 때문입니다. 지구는 자전하는 동안 태양의 빛과 열을 받는 부분과 받지 못하는 부분이 생기기 때문에, 시차가 발생합니다. 따라서, 루이지애나와 반대편에 있는 학생은 지구의 회전으로 인해 서로 다른 시간대에 있는 것입니다.",지구는 어떤 방식으로 회전하는가?,지구의 회전은 어떤 영향을 미치는가?,"시차란 무엇이며, 어떻게 발생하는가?",지구의 반대편에 있는 학생과 루이지애나에 있는 학생의 시간 차이가 나는 이유는 무엇인가?,지구의 회전이 우리의 일상 생활에 미치는 영향은 무엇인가?
34,24eb3ab3-7955-412b-8890-cd60c3dc1a25,ko_ai2_arc__ARC_Challenge__test,"소금물 혼합의 질량은 1,025 그램입니다. 학생이 1,000 그램의 물에 25 그램의 소금을 섞었습니다. 이 과정에서 소금과 물이 완전히 혼합되어 새로운 혼합물이 생성되었습니다. 이 혼합물의 질량은 원래 물의 질량에 소금의 질량을 더한 값입니다. 따라서, 1,000 그램의 물에 25 그램의 소금을 섞은 결과로 1,025 그램의 소금물 혼합물이 만들어졌습니다.",소금물 혼합물의 질량은 얼마입니까?,학생은 원래 물에 얼마의 소금을 섞었습니까?,소금과 물이 완전히 혼합되기 전에 물의 질량은 얼마입니까?,소금과 물이 혼합된 후 혼합물의 질량을 계산하는 공식은 무엇입니까?,이 과정에서 소금과 물의 질량이 어떻게 변화했습니까?
35,9ec9317d-7663-4ae2-b5e7-8c38ccfa348e,ko_mmlu__conceptual_physics__test,"가젤은 2 km의 거리를 반 시간 동안 이동했습니다. 이동한 거리를 시간으로 나누면 평균 속도를 구할 수 있습니다. 따라서 가젤의 평균 속도는 4 km/h입니다. 가젤은 빠른 동물 중 하나로 알려져 있으며, 이번에도 그 빠른 속도를 보여주었습니다.",가젤이 이동한 거리는 얼마입니까?,가젤이 이동하는 데 걸린 시간은 얼마입니까?,가젤의 평균 속도를 구하는 공식은 무엇입니까?,가젤의 평균 속도는 얼마입니까?,가젤은 빠른 동물로 알려져 있습니까?
36,0308ebd3-2b11-460b-9952-8fcba86da7cb,ko_ai2_arc__ARC_Challenge__test,Devil facial tumor disease(DFTD)은 전염성이 매우 높고 파괴적인 질병으로 태즈메이니아 데블의 개체수를 급격히 감소시켰습니다. 이 질병은 물림을 통해 한 동물에서 다른 동물로 전염되며 기생충에 의해 발생합니다. 기생충은 감염된 동물의 몸 전체에 퍼지는 악성 종양의 형성을 유도하여 궁극적으로 사망에 이르게 합니다. DFTD는 뚜렷한 세포 주기를 갖는 감염성 질환으로 가장 잘 설명될 수 있습니다.,DFTD를 유발하는 기생충의 유형은 무엇입니까?,DFTD는 태즈메이니아 데블 개체수에 어떤 영향을 미쳤습니까?,DFTD는 어떻게 동물 간에 전염됩니까?,DFTD의 주요 증상은 무엇입니까?,DFTD를 치료할 수 있는 방법이 있습니까?
37,6a74a2d2-97f4-46f3-8159-5606d26eff35,ko_ai2_arc__ARC_Challenge__train,"카롤라이나 굴뚝새와 오색멧새는 두 종의 새로, 서로 겹치는 지역에서 살고 있습니다. 카롤라이나 굴뚝새는 작은 곤충과 과일을 주로 먹고, 둥지를 높은 나무 꼭대기에 만듭니다. 반면에 오색멧새는 큰 곤충과 씨앗을 주로 먹고, 둥지를 낮은 나무 가지에 만듭니다. 이렇게 두 종은 먹이와 둥지에 대해 서로 다른 요구사항을 가지고 있습니다. 그러나 이 두 종은 서로 공존하며, 겹치는 지역에서 함께 살아갑니다. 이러한 관계를 '공존'이라고 합니다. 공존은 서로 다른 종이 같은 지역에서 함께 살아가는 현상을 의미합니다. 이는 자연에서 매우 흔한 현상이며, 생태계의 다양성과 안정성을 유지하는 데 중요한 역할을 합니다.",카롤라이나 굴뚝새와 오색멧새의 주요 먹이 차이점은 무엇입니까?,이 두 종은 서로 다른 요구사항에도 불구하고 서로 공존하는 이유는 무엇입니까?,'공존'의 정의를 설명하세요.,공존이 자연에서 어떤 이점을 제공합니까?,생태계의 다양성과 안정성에 공존이 어떤 영향을 미칩니까?
38,d2bb5670-22f1-4736-be1c-f53235df38ee,ko_ai2_arc__ARC_Challenge__train,"한 용기가 250밀리리터의 물로 채워져 있습니다. 이 용기와 물의 총 질량은 300그램입니다. 따라서, 용기의 질량은 50그램입니다. 냉동고에 2시간 동안 있었던 용기와 물의 총 질량은 변하지 않았으므로, 여전히 300그램입니다. 따라서, 냉동고에 2시간 있었던 용기와 물의 총 질량은 300그램입니다.",용기의 초기 질량은 얼마입니까?,물의 초기 질량은 얼마입니까?,냉동고에 2시간 있은 후 물의 질량은 어떻게 변했습니까?,냉동고에 2시간 있은 후 용기의 질량은 어떻게 변했습니까?,물을 냉동고에 2시간 동안 두면 총 질량에 미치는 영향은 무엇입니까?
